,row_id,file_hash,raw_sha,count,url,mod_file,type,subtype_confidence,ask_robert,annotated,Robert reviewed,notes_free_text,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,subtype_num,original_subtype_label
4152,262,cb83ded70ff5271c4576407886f915ca5fb050e34d5318f4707d32f71b3bf3e6,faf79eafaf247c15ee8b87669adf5d5a47495ea65a00ad158cdef955292e97fd,3,https://modeldb.science/226401?tab=2&file=fig1b/exp2synNMDA.mod,"Combines NEURON'S Exp2Syn mechanism with 1) a previously reported
voltage-dependence of Mg2+ block (Obtained from ModelDB model #150239)
and 2) a new method to limit the total conductance to a maximum value to
produce a computationally efficient NMDAR conductance",Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4153,263,2c87297a3bf1f2719790e512103f5a3b510cfa5d0a847b3a28c527750b19c08e,ee9982eea72e233b3b715811c303a1544083e87fdb21c08b179192c22879c926,4,https://modeldb.science/143719?tab=2&file=Ca1_Bianchi/experiment/somacar.mod,Ca R-type channel with medium threshold for activation,I Ca,3 - Highly confident,n,y,,,,,,,subtype_4,
4154,264,99661e0c4543c27ba867740fc7e4d54a7c3c7210872a3996eab8f4c11ad078e6,6e8951ce49583f8fde1d29a877d4c2db58c62a255e1a55141f7cc12ef1f37718,1,https://modeldb.science/124063?tab=2&file=PublioEtAl2009/A2hh_k.mod,HH k channel channel,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4155,265,82ad24999ea874a5fc4574b497a4b9df3cb3bc44ca57a5e7126255434804211f,544f19f53e4bfeedc447faeedcb9ad42ab86b4df77efb3f85f6397c91d5294af,3,https://modeldb.science/114394?tab=2&file=NN_kole/Km.mod,"Potassium channel, Hodgkin-Huxley style kinetics Based on I-M (muscarinic K channel)",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4156,266,65ba3a23b440a22cce57f343db80d72a7c3ac6e7338bfe14c8c29fdb6376569d,c1ff012c43fa35d6994f4db0f8b46014c3df42a7a8bc9d52c89e07c9639be82f,1,https://modeldb.science/184139?tab=2&file=HyunEtAl2015/KaProx.mod,K-A channel from Klee Ficker and Heinemann,I K,3 - Highly confident,n,y,,2025-05-24: IC Updated to A-type transient,,,,,subtype_4,
4157,267,542c80667d4fa5873f8523ff90b9da6ce5b2932cd5a6ab72ce50ed431c7b7f74,4f1f09119f613a5e2d00dc3f800af92ed444720594a0fe65bf8107f0d66a026c,1,https://modeldb.science/267267?tab=2&file=Neuron%20Code%20for%20Paper/mod_files/AMPA.mod,AMPA synapse for nucleus accumbens model,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4158,268,cf61cb0ac4b0e1ab5230b994e5701deea8540388630454fb14bf4f7badf63a91,1a3a593c8ba6907a83532d143adafffb08da43fdfae303c56966c3056f80163b,1,https://modeldb.science/35358?tab=2&file=35358/cal.mod,"CA3 pyramidal cell: rhythmogenesis in a reduced Traub model (Pinsky, Rinzel 1994)",I Ca,1 - Not confident at all,y,y,,8/9 - INCLUDE. has INCLUDE statement should we exclude,,,,,subtype_4,
4159,269,be73bccd2c9832e1a9e0b681a01a0d3d49e567d128614ffb7249fce771992bd5,96ea62c6b9765eff7a94c34cba489a94738687e4b289961a30e16048a4f4f808,1,https://modeldb.science/181967?tab=2&file=CutsuridisPoirazi2015/h2.mod,I-h channel from Magee 1998 for distal dendrites,I H,3 - Highly confident,n,y,,,,,,,subtype_4,
4160,270,b0ba70654d10d639aea9f9c655c1aae37f0f3194bed4d118abc6fe635b128b96,7ad2784ae25facf4d84d46eb210ca64f5a2f1da58d58737d39a99700909b6a8e,6,https://modeldb.science/183300?tab=2&file=ShortEtAl2016/CaPN.mod,HH P/N calcium channel,I Ca,3 - Highly confident,n,y,,,,,,,subtype_4,
4161,272,6b5a7cc8dbdfecec02785afeea0205a4bc8a10fb30231945508f176861b2e2a5,165566ce74ab1a0334c7d7b5dd92ae5d89f58c27b928183137c90d42b73ec5fd,1,https://modeldb.science/138379?tab=2&file=fdemo/intf6_.mod,"artificial cell incorporating 4 input weights with different time constants and signs
typically a fast AMPA, slow NMDA, and fast GABAA",Neither,3 - Highly confident,n,y,,"Neymotin, exclude",,,,,subtype_4,
4162,273,af2a62951dba0127d13b4f0053c25351e629f3e7ca053f3120f55eadd1224c86,774f194a8cd7b858a96df5133ed50845e3b676b885ca6dc7449b0a21d7f5ecc1,2,https://modeldb.science/2017405?tab=2&file=2017405/Thalamic_I_T.mod,Low-threshold calcium current for Thalamic Neuron,I Ca,3 - Highly confident,n,y,,	p_inf = 1/(1+exp(-(v+60)/6.2)),,,,,subtype_4,
4163,274,fd64670ad2a72c9f8c156f61b563a39413c3c0475547bea081fa90f652e23c09,6dd37cf8f0e6046f27216e0a2520e5401c8211c4b29c9fafe5b3af4bce1c6b43,1,https://modeldb.science/128446?tab=2&file=ShortTermPlasticityMFGRC_Nieus2006/Ampa.mod,AMPA,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4164,275,4e3f8b76527532d56c76025e03c24814158dc0396cce61bda61f42becabd3fe8,c048575e18189577a8302adc4d068f7e81bac35fe56c8681408aa9e006432983,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/3_Mitral/Segregated/kfasttab.mod,HH fast potassium channel with FUNCTION_TABLEs  (.inf and .tau files),I K,3 - Highly confident,n,y,,update 8/9: Updated from H -> A-type transient,,,,,subtype_4,
4165,276,0c45dc2f28432ff8bfc6cabac9819029179c0bee85e74e3585d0635bb945d3ae,ec0e7f09d88091ee923580d84232fb292d667525e2953fe042a608c94b8e3916,1,https://modeldb.science/267511?tab=2&file=S1_Thal_NetPyNE_Frontiers_2022/sim/mod/gabab.mod,	Kinetic model of GABA-B receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4166,277,5b3c88cead6f84a388d052ceeb188c70a58b2d7074f814490a1c63adbe13643b,1765ce8f8f3616a05be9369b7dc77ad79d8d0eed03901c317b85cf9c8d263f2d,2,https://modeldb.science/267293?tab=2&file=modulhcn/modulhcn_hay/GClamp.mod,"Copied from IClamp, use amp and e instead of just amp",Neither,3 - Highly confident,n,y,,IClamp,,,,,subtype_4,
4167,278,e5c39c5bb860876273b5d7877970a6d894244a0261cc5554ee4835410b6095ca,b9c8812c0453890f53eed585bc68c477eeac7957153b730381323b91a63a1612,1,https://modeldb.science/167772?tab=2&file=DAcomparison/SchmidtHieber/Deterministic/KI.mod,Kdr potassium channels,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4168,279,416d0892df82f280f59f13eb47b8ca53caa4b7998bf64a53026ed4c549d840af,8b02d5dfdf116b6a9f6e1f178588f216023afaf9c89f39c4c046d5af960b4ba8,1,https://modeldb.science/153196?tab=2&file=FoutzEtAl2012/kca.mod,Calcium-dependent potassium channel,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4169,280,feb4c8a23a05027042a1af6f00e0f2f84e3a90c26c04091fa860a89b7720bf29,4d4d8e4025725ab3d7c316dfda95faedc4c444a82dad5fcc54c5c6488dca8acd,1,https://modeldb.science/3808?tab=2&file=MyFirstNEURON/ampa.mod,Ampa synapse,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4170,281,39d97e14220be3e94144c169a88a90a4c2a14663c1709557120d0e6bb6d0e409,3a366cfef8d098c01f7d0c6c9d332850c5e476830dcef7409642fc6034e6f78e,1,https://modeldb.science/232813?tab=2&file=Watanabe-et-al_2017/kcnq.mod,: kcnq.mod codes low-threshold K+ channel Kv7.4/KCNQ4 in zebrafish.,I K,2 - Mildly confident,n,y,,https://en.wikipedia.org/wiki/M_current,,,,,subtype_4,
4171,282,7cd3a39c6a870b06a724ee3afbacee5f7c2ba035abbe7a018406a824457c5030,a86950633f2d5bd04a2a09d2f8a5aabf5d17c7f5714a23d744ea17c49232f616,1,https://modeldb.science/231818?tab=2&file=BeiningEtAl2017nrn/lib_mech/Kv42b.mod,Kv4.2 with auxilliary subunits,I K,3 - Highly confident,n,y,,Kv4.2 -> transient A-type,,,,,subtype_4,
4172,283,52376efbcd24f5b4e68216ca4dd8ffdfce6eeb919bc93e6cc6565b6afb57f8ae,263bd6ad30cbcb6563ed5f4b65f1697f5cffafd48e1e9834fc6720ffddf0f0eb,1,https://modeldb.science/20756?tab=2&file=Traub2003/cal.mod,"Calcium high-threshold L type current for RD Traub, J Neurophysiol 89:909-921, 2003",I Ca,3 - Highly confident,n,y,,complex,,,,,subtype_4,
4173,284,b3ac7136ca011913167c5c84d7ae1726e7c4b2340d13c65364bf21ecd9fe137a,bfe1e3801dfbf7d58fa87f01a7f8d8303b86405cda48df6206b179bef42993d8,1,https://modeldb.science/151460?tab=2&file=MiocinovicEtAl2006/Ih.mod,Potassium Ih channel for STh,I H,3 - Highly confident,n,y,,,,,,,subtype_4,
4174,285,8f902ff7ef5ecd47895907036d31f34ed1396ecccf5046fda94f4d0b3007e2e3,3f0a73807a9acba9ffb57bb97911762bd33b847e7693c707ed5fa4efbb8bb437,1,https://modeldb.science/125385?tab=2&file=Sbpap_code/mod/skca.mod,skca.mod   Stochastic version of kca.mod,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4175,286,4375ed0f480cbe4572e4b30abcffe052bed63a65aa0265ba3ce6f4ee7881aaeb,ff50fd3038727cc99c90938ade94903bf349d60e8a08c3f87300b850e10de9b8,1,https://modeldb.science/12631?tab=2&file=lytton97b/pulse.mod,Computer model of clonazepam's effect in thalamic slice (Lytton 1997),Neither,3 - Highly confident,n,y,,Lytton,,,,,subtype_4,
4176,287,ceca2399159859aecfe862005a61077d4c82456b3e9d9edb90b8dd4c951a84e2,d44bf464a1b20a7017811cbc4334852bd8d3af759343b53ce971cc03548c9409,1,https://modeldb.science/139654?tab=2&file=2VN/kml.mod,"kml.mod, Implementation of a simple high-threshold potassium current (Prescott et al., 2008) using the",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4177,288,2961bddddaad24e792d857e4689824e962d3560830ef3895c6ec509b41f3123c,cf8701b3c831964aa5a02d076f6183a7d7a161bb6e9365eb614e45081e11e207,1,https://modeldb.science/124063?tab=2&file=PublioEtAl2009/Rod_Kx.mod,: Rod PhotoReceptor Kx channel,I K,3 - Highly confident,n,y,,"VhalfKx = -49.9 mV. I think we need a new Kx channel for photoreceptors, but will check with Ted for a second opinion",,,,,subtype_4,
4178,289,30c2b2a64f729f65e4e3f78eb8139101d6b7614a77d254fc5fa2a8c1180a2650,676eda70e950f0c8438f1748af424d0e64b668e7ca02874b5a36ec8d9734dda3,1,https://modeldb.science/138382?tab=2&file=AnwarEtAl2010/cdp5.mod,": Calcium ion accumulation with endogenous buffers, DCM and pump",I Ca,1 - Not confident at all,y,y,,Updated 8/9: Not sure if this is actually calcium pump or calcium accumulation or mixed types,,,,,subtype_4,
4179,290,a7ba3dfccf5eaf5b3d6677faac2b431ee604de2b744428586678cd697ecbaa52,554dd1c54d4ab183478ed0a0c8fe27d873c2f886880d1fe36389a988c4bbf6d5,4,https://modeldb.science/182134?tab=2&file=hfo_model/mod/gap.mod,"Normal ripples, abnormal ripples, and fast ripples in a hippocampal model (Fink et al. 2015) ",Neither,3 - Highly confident,n,y,,gap junction,,,,,subtype_4,
4180,291,d268ab4232297587fb21196e3f89c1f8b516f019277d72940c572f55acb66da0,6b397cf51533b472808641153bfaaa25ce1226f5640fd58f75499c4da3c936f3,1,https://modeldb.science/267509?tab=2&file=NonLinear%20integration%20in%20PPC%20pyramidal%20cell%20subtypes/gaba.mod,GABAA synapse activated by the network,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4181,292,4a6817e608cd7c0b150e5f988e0e0dbcf0682b785727b586a2b60ba611cc11aa,f9ab47dd5edfedde001a2febd6270452e0fb5d4bea900fbd31fea12d73ecb24b,1,https://modeldb.science/148253?tab=2&file=Chloride_Model/cldif.mod,Chloride accumulation and diffusion with decay (time constant tau) to resting level cli0. Diffusion model is modified from Ca diffusion model in Hines & Carnevale: ,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4182,293,f74f5b2f0ac07acc00744cada98c8a5904e254b3006908a71beb7f45c883484a,4cfcd425788f8660c8cd3e15fa6d14a0084e4908aa5dd410ba61ea5f65794f17,1,https://modeldb.science/53569?tab=2&file=lamina1/CaT.mod,Low threshold calcium current,I Ca,3 - Highly confident,n,y,,	m_inf = 1.0 / ( 1 + exp(-(v+shift+vsm+50)/(7.4)) ),,,,,subtype_4,
4183,294,cdf33a558c7d30d4d3e669aee95a7fd10f02f17b5e008c95a1cf7676136256b8,98c6cfa45abf0f84bd2b3719a345e8d89ccc5fed21e2b64f3e1262f417103eb8,7,https://modeldb.science/38229?tab=2&file=nacaexch.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_4,
4184,295,2f96676d2a7e3c91563b9ee2394745e9a5e27f1dd8cc18828a5878ee20d68418,cab38b72d0615062d269e500397368ed0a3a2503591917bb81a76dab0c8af412,1,https://modeldb.science/3289?tab=2&file=db/kfast.mod,K-fast channel from Korngreen and Sakmann 2000,I K,3 - Highly confident,n,y,,assume Ka -> transient,,,,,subtype_4,
4185,296,421c1f23b9a5eca1bc421874f3a635c8e65d30c54337538f246593ab1652f2c9,2c7ad0c4fbf740ff091bdfa9dc0bf7854570176deb437c311aea8d81b5d5482b,1,https://modeldb.science/3483?tab=2&file=na_rgc/nargc.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4186,297,ba7e9a4ed60dbe3e479e3686ccf69d6c4fefbfdd4395f4b649f1ff09f7a34a20,f49ba4021ee79ff212ce63add526bb6d41715bd180ac3f19fdd862fe14d0ebde,4,https://modeldb.science/183300?tab=2&file=ShortEtAl2016/early_theta_version/order/order1.mod,Mitral cell activity gating by respiration and inhibition in an olfactory bulb NN (Short et al 2016),Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4187,298,9f010d20c435fbdf374db68950a130265ba7303666d767b0371e8b3f2f7977f6,2110266dff5e8b58bfcefe184aa26773f8533033db91d0767f6422b3d9de8501,2,https://modeldb.science/2016137?tab=2&file=For_modeldb/Detailed_models/modfiles/h_2comp_olm_rate.mod,"   H_CA1pyr_prox (Type: Channel mechanism, Model: ChannelML based process)",I H,3 - Highly confident,n,y,,2025-05-24: Changed to IH,,,,,subtype_4,
4188,299,55a9eb2be2367ff045e9e1c0fd12f38fcd5d9af1376388c0e614e4a4378e2638,c202de185bd6061de7787844c283e176ff68655547d63fd706e15f24cf5a6617,1,https://modeldb.science/144511?tab=2&file=aubieEtAl2012/ampa.mod,minimal model of AMPA receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4189,300,a40e913082a20ee048db015e89a68277460b286428b0652a86d80abb58f50ded,857ef272c233f1456a5ef1fb41627a1b01116b62e850bc1a7c25cee558dd1750,2,https://modeldb.science/119266?tab=2&file=CA1_Aged/mechanism/KdBG.mod,"Kd current,  Borg-Graham",I K,2 - Mildly confident,n,y,,8/9:D-type not sure how to handle this?,,,,,subtype_4,
4190,301,58be362a16c0be77c910aee3eb0ed223633b20458262219feea71d499c62d5ba,5b87d604043ac07e847e1b30f503dcb97292e34b770128ee70b5e703e2516fb3,43,https://modeldb.science/266864?tab=2&file=purkinje_pf_source_code/mod/cdp_soma.mod,: Calcium ion accumulation with radial and longitudinal diffusion and pump,I Ca,1 - Not confident at all,y,y,,8/9: Not sure if this is actually calcium pump or calcium accumulation or mixed types,,,,,subtype_4,
4191,302,586156a4335faffd26b6c03b9cc1355b50056c705f7f9410fe867359572f93f8,4d867a45323b7daf35ba6488492ce8a4c367771abe1b00c61991d7fad2089874,1,https://modeldb.science/186768?tab=2&file=SanjayEtAl2015/stats.mod,"CA3 Network Model of Epileptic Activity (Sanjay et. al, 2015)",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4192,303,08fab70b0ff4397ac76de33163896ac87c3c0c4db9ccdfffc32357c3ad78a2fa,42954e73444871d2a254211365977cd766389cd01a7f7b1b112291fe540028ff,1,https://modeldb.science/144549?tab=2&file=hoppy/invlfire.mod,"Hopfield and Brody model (Hopfield, Brody 2000) (NEURON+python)",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4193,304,59612459dac663f757bb27bbda6d5aaa73930a9cc24554c36e7e737245049f5f,f2cac929c26cf16e38a23059dd3be96b649dd0e07b19353f343131ca97d77f00,2,https://modeldb.science/267617?tab=2&file=ZhengKamiya2023/mfbrca.mod,: Six state kinetic R-type calcium channel gating scheme,I Ca,3 - Highly confident,n,y,,,,,,,subtype_4,
4194,305,0c34ac78358f38f232f333f7ac99425d32dd1015763553205f7e73ebb59a6533,eca4fbd5105cfa21ddc3817b8ff7183edb4c85e247b98be8bc8b31ebea55b4b9,1,https://modeldb.science/267146?tab=2&file=CNS%20model%20ModelDB/functional%20model/nrnMod/dIN_kFast.mod,dIN_kFast,I K,3 - Highly confident,n,y,,8/9: updated confidence. 1 N gate. K-DR,,,,,subtype_4,
4195,306,e908ea6faffda2ba72574a2ccf647bc050af5dab697d344c5565a266e487a8af,9e48d4454dd2fcb853c8d2e834e95b48c38fcec2032630720162147f591f3346,1,https://modeldb.science/185330?tab=2&file=EnricoEtAl2016/hh3.mod,"squid sodium, potassium delayed rectifier, and potassium A channels",I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_4,
4196,307,a704537cb49c8478745df134488aec923614b02d0b8c484f2ccafd6c49ee7f58,8ea5b6ccdd14b73528ce1c2a08f82ca54483d9b67ebece43bc92d0adb299dce6,1,https://modeldb.science/3793?tab=2&file=chen2002/kd.mod,"Potassium channel, Hodgkin-Huxley style kinetics,  kd.mod",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4197,308,a0e8dbb777df965b5c7e1d6d78a27d289498156c9d34195ca569a22dff1086b4,a55836f214921ab82d9480558f3e4fc162bbb2c5b3981a46e7f3714e61b27215,3,https://modeldb.science/182797?tab=2&file=SekulicEtAl2015/Naaxon.mod,Sodium current for the soma,I Na,3 - Highly confident,n,y,,has 2 gates,,,,,subtype_4,
4198,309,8836c3bd7b44d71505ede39aa179ee8742cda2cdb490fe302a02751353783179,474a654e9c0af25185cd658ed98f13991e6e30d174d28943a98e33615ff01be1,1,https://modeldb.science/154732?tab=2&file=GrahamEtAl2014/distca.mod,"...just to store peak calcium conc.
: BPG 3-4-11, adapted from distr.mod by M.Migliore June 2001",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4199,310,5dec11ff2ad808bcf7edbca642ed157d6f6c016d76dcb2fc28dd7284687287f8,432601515c145f60526e9ef2d52893d300746cd40e37e48f2c168cf901817bc2,1,https://modeldb.science/151460?tab=2&file=MiocinovicEtAl2006/AXNODE75.mod,"Motor Axon Node channels Fast Na+, Persistant Na+, Slow K+, and Leakage currents ",I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_4,I Leak (General)
4200,311,cf53b079807fc6711d9563031aae227dd1a73cf5add973fd249463a3f2cf8fba,ac7759c76626b3cd8deb179e2614a7bf3bdb70276593afb092c2da5c439a7b9b,1,https://modeldb.science/113446?tab=2&file=NEURON-2008b/sk.mod," sk
: Calcium activated K channel.",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4201,312,6cd64b4b4470f235c612dafa1aa7f6529f0f08aa0db0281d74f7bf5e1c92c29a,268a605611c7f77f41855cd554a5ae411a09cd83602afcfbb34f4fef71ec45f5,2,https://modeldb.science/237653?tab=2&file=Beskow/caq.mod, Q-type calcium current (Cav2.1),I Ca,3 - Highly confident,n,y,,,,,,,subtype_4,
4202,313,db536c9295b29ab84fb05fc6743338bcda24906f2349c9c7071b761f25d2d170,c457e0e9fabd0639683367d6b23a2f084d13d78c83b4128a907adcba772988b9,1,https://modeldb.science/144549?tab=2&file=hoppy/stats.mod,"Hopfield and Brody model (Hopfield, Brody 2000) (NEURON+python)",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4203,314,7776289ec16b716ba90b76cd734fb3398e9efcd8f852a766d6114310ad86a51f,04188801973b1b6f4ba51f289726437c26570f914715b75ee0b0bd48c41eba56,12,https://modeldb.science/246546?tab=2&file=Turi_et_al_2019/mechanisms/cadyn.mod,: simple first-order model of calcium dynamics,Exclude,1 - Not confident at all,y,y,,8/9: Not sure about this,,,,,subtype_4,
4204,315,058663a8dd65b8776603432837528221908662c51553cec5114e497d4ec98da8,e7674a47b547e5af82044a973437515304c0538f3221b126eba6cb3980e95871,3,https://modeldb.science/144538?tab=2&file=arm1d/drspk.mod,Reinforcement learning of targeted movement (Chadderdon et al. 2012),Neither,3 - Highly confident,n,y,,has net receive but not linked to a conductance change,,,,,subtype_4,
4205,316,9204e57e2462191faaaeb420e3cf63682e1d16de5a1a778da52af6d1a0d44938,ae4292fc92339d7c372d5f78d747e876696d2c4dbdefd30b405095d7be9c2f8b,3,https://modeldb.science/123927?tab=2&file=Wimmer-et-al2009/CaDyn.mod,Complex CA1-neuron to study AP initiation (Wimmer et al. 2010) ,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4206,317,63afd6c60df6bd4ee8985aee3e25ecd98f86d8e18e46b40a01ecc655d33c4e28,3abdaf0436e89148975189224178a730083c56e3a0181e07caa5aeb09869a9a3,2,https://modeldb.science/267621?tab=2&file=code_pub/1292/mod/pr.mod,Cancer LP proctolin-activated channel,I Other,2 - Mildly confident,n,y,,Proctolin,,,,,subtype_4,
4207,318,8ae54eba01f3e9fa64a79e7658052074d55c75e8c98b80e13b4ea7d89a854ea0,df99f1e30cba6b31ce25d4032c1d0d0e0e18167826b4d72716b7a1d6f855672c,1,https://modeldb.science/2017143?tab=2&file=Spillover-master/mod/adaptive_cshom_AMPA.mod,simple AMPA receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4208,319,93c184232c333c4a9f812d3414aef63ea49086fdfda75617a586d15fabd548e1,1a8f0c04f88e01fca4fdf10a2355721681f530ca71064b00eaa2f07dedb246cd,2,https://modeldb.science/2016601?tab=2&file=bazhlab_sleep_code/mod/nap.mod, nap.mod,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4209,320,5ea323efcede1cc4fa754bbf7cdd42f9dbbad48122a5211e62cc3aff765f7cac,1d2fd21e49aeea4d03f76594a25e19e6a2d70fabda44d1fe9f33cd555172d2be,2,https://modeldb.science/246546?tab=2&file=Turi_et_al_2019/mechanisms/ichan2aa.mod,ichan2aa.mod  CA1 network model for place cell dynamics (Turi et al 2019),I Multi,3 - Highly confident,n,y,,exclude since multi,,,,,subtype_4,
4210,321,a3f2ca17cd3b3f861869c92ccbac6b62f728f44ff8f3d3c663c5b2f8cbfaf0e7,453cbd401cf90f7394933344deb91a28a807dd4da1eee39d793dcb969aa3694e,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/1_Hemond/Segregated/km.mod,CA1 KM channel from Mala Shah,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4211,322,d1bdac314d522b5d8cdfda1a3cefbc39beb9452b1d1ff6388c92bc8a636ba4b6,e7dde64023bfc89e3a0ef72117e44ad4faaffdd74fdb6903dbbc983c0ea86d10,1,https://modeldb.science/140828?tab=2&file=Branco_2010/mod.files/inwardrect.mod,"Potassium channel, Hodgkin-Huxley style kinetics",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4212,323,75e5fd935d96311981e9732da5233b6f112b2999993db29703ada9cd69573f4a,469d7768420acc57c8dd2cbc1ab28f6f601710b51ce0c27a68c631fa5344e24a,4,https://modeldb.science/64229?tab=2&file=netmod/parbulbNet/cadecay.mod,Calcium decay,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4213,324,05666299d9afed148fcf8a5ed41b54a76a85ae340a763b95d01703549c5af27b,90d3e169d6b4b143e1e66b13441675618bb9709e58f1489af525026697f525a8,1,https://modeldb.science/3342?tab=2&file=mitral_1999/cell2/na.mod,"Sodium channel, Hodgkin-Huxley style kinetics.  ",I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4214,325,a6ba55b411a55bad7e532249ba28516f44e70acae7541fb493dbf57f19a9dcf7,30550180096858b201a878c7823f49f97ef9e80f4d6886e22bfc8f3d2e966e6b,1,https://modeldb.science/144482?tab=2&file=Pyramidal_STDP_Gomez_Delgado_2010/mechanism/mechanism_cell1/nmdacin.mod,minimal model of NMDA receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4215,326,186f0d599217d07fca7ea343c4d0226fb1c312bd255d35c4b9384dd1faa4f49f,cfd93991c3170889caab706d6604b211f57ca8d1887459e39338ff9ade1f84b6,5,https://modeldb.science/58173?tab=2&file=b05oct26/AMPA.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_4,
4216,327,d1556492af6ba80bebbd6d5b2bfd40cd6cd436ef4e2039c698288b456a00f587,87ec87a2e5bcba2e8fab848b69b4b94d98e58fd1d32c8089e0704899019e5d63,2,https://modeldb.science/241165?tab=2&file=AberraEtAl2018/mechanisms/NaTs2_t.mod,":Reference :Colbert and Pan 2002
:comment: took the NaTa and shifted both activation/inactivation by 6 mv",I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
